;tweet;label;tweet_spacy;score (positive);prediction
12;convienient, I just dumped all my dogecoin to cop a novation launchpad and some sony  mdr7506 's to go with this usb microphone;{'POSITIVE': True};convienient, I just dumped all my dogecoin to cop a novation launchpad and some sony  mdr7506 's to go with this usb microphone;0.4742515981197357;False
13;At work we use Sony  MDR7506  and they are good enough. For 200 I would say grab some Audio Technica ATH-M40x for $100 or even better the Audio Technica ATH-M50x for $149;{'POSITIVE': False};At work we use Sony  MDR7506  and they are good enough. For 200 I would say grab some Audio Technica ATH-M40x for $100 or even better the Audio Technica ATH-M50x for $149;0.8287827968597412;True
14;My  MDR7506  are studio headphones.   It's one of @Sony  best work to date. But the new headphones they make are  https:// twitter.com/aolapite/statu s/1050732433761538049   …;{'POSITIVE': False};My  MDR7506  are studio headphones.   It's one of @Sony  best work to date. But the new headphones they make are  https:// twitter.com/aolapite/statu s/1050732433761538049   …;0.7380095720291138;True
15;I’ve been using Sony  MDR7506  for years and they’re outstanding. Always said Beats are crap and Bose overrated in general.  https:// twitter.com/time/status/94 7123916446879745   …;{'POSITIVE': False};I’ve been using Sony  MDR7506  for years and they’re outstanding. Always said Beats are crap and Bose overrated in general.  https:// twitter.com/time/status/94 7123916446879745   …;0.4867958426475525;False
16;Getting rid of the ATH-M40x and getting the Sony  MDR7506 . Couldn't stand the way the earcups swiveled on the ATs.  pic.twitter.com/U5ib1lOmz8;{'POSITIVE': True};Getting rid of the ATH-M40x and getting the Sony  MDR7506 . Couldn't stand the way the earcups swiveled on the ATs.  pic.twitter.com/U5ib1lOmz8;0.45144516229629517;False
17;if you can swing it, Sony  MDR7506  for like $100 are the best headphones ever. beats sound like total fucking garbage, would take $20 sony's over beats;{'POSITIVE': False};if you can swing it, Sony  MDR7506  for like $100 are the best headphones ever. beats sound like total fucking garbage, would take $20 sony's over beats;0.34017306566238403;False
18;My daily goto’s are the Bose QCs and the Sony  MDR7506 .;{'POSITIVE': True};My daily goto’s are the Bose QCs and the Sony  MDR7506 .;0.40393704175949097;False
19;"I uploaded the sound source at bullet's.
bullet'sen vol.115 NO.2 / kuriyura-mono
 https:// youtu.be/gdIrKAPrV38   
#ambient  #minimal  #primitive  #noise  #ableton  #akai  #apc40  #push  #motu  #mdr7506  #sony  #focusrite  #macbookpro  #nishiazabu  #tokyo  #japan";{'POSITIVE': True};"I uploaded the sound source at bullet's.
bullet'sen vol.115 NO.2 / kuriyura-mono
 https:// youtu.be/gdIrKAPrV38   
#ambient  #minimal  #primitive  #noise  #ableton  #akai  #apc40  #push  #motu  #mdr7506  #sony  #focusrite  #macbookpro  #nishiazabu  #tokyo  #japan";0.9999349117279053;True
20;US: Sony  MDR7506  Professional Large Diaphragm Headphone  https:// amzn.to/2BPRjVb  ;{'POSITIVE': True};US: Sony  MDR7506  Professional Large Diaphragm Headphone  https:// amzn.to/2BPRjVb  ;0.8775936365127563;True
21;Sony  MDR7506 , about 100 bucks, a standby for years;{'POSITIVE': False};Sony  MDR7506 , about 100 bucks, a standby for years;0.43070128560066223;False
22;Still time to take em back and get the  MDR7506;{'POSITIVE': True};Still time to take em back and get the  MDR7506;0.4463285803794861;False
23;Sony  MDR7506  Professional Large Diaphragm #Headphones  (International Model)  #dj  #amazondeals  #amazon  #like4follow  #likeforfollow  #like4like  #likeme  Get it at  https:// amzn.to/2KhSED2     https://www. instagram.com/p/Bl8PjTXHWHJ/ ?utm_source=ig_twitter_share&igshid=1hw9fqgwjxq15   …;{'POSITIVE': True};Sony  MDR7506  Professional Large Diaphragm #Headphones  (International Model)  #dj  #amazondeals  #amazon  #like4follow  #likeforfollow  #like4like  #likeme  Get it at  https:// amzn.to/2KhSED2     https://www. instagram.com/p/Bl8PjTXHWHJ/ ?utm_source=ig_twitter_share&igshid=1hw9fqgwjxq15   …;0.9997485280036926;True
24;"So good for hears  Du bon pour les oreilles ! Sony Studio Monitoring  MDR7506   
#sony  #sounds  #soundhousestudio  #mixing  #mixage  #production pic.twitter.com/I78pUyDUjt";{'POSITIVE': True};"So good for hears  Du bon pour les oreilles ! Sony Studio Monitoring  MDR7506   
#sony  #sounds  #soundhousestudio  #mixing  #mixage  #production pic.twitter.com/I78pUyDUjt";0.9687645435333252;True
25;"#10: Sony  MDR7506  Professional Large Diaphragm Headphone

Sony  MDR7506  Professional Large Diaphragm Headphone
by Sony
(4706)

Buy new: $130.00 Click to see price
14 used & new from $65.99

(Visit the Best Sellers in Musical Instruments list for authorita…  https:// ift.tt/2b62vuo   pic.twitter.com/9pa6vl2Oj2";{'POSITIVE': True};"#10: Sony  MDR7506  Professional Large Diaphragm Headphone

Sony  MDR7506  Professional Large Diaphragm Headphone
by Sony
(4706)

Buy new: $130.00 Click to see price
14 used & new from $65.99

(Visit the Best Sellers in Musical Instruments list for authorita…  https:// ift.tt/2b62vuo   pic.twitter.com/9pa6vl2Oj2";0.9865072965621948;True
26;Or Sony  MDR7506  for around $80, a classic studio workhorse that will sound better and last a lot longer than Beats.;{'POSITIVE': False};Or Sony  MDR7506  for around $80, a classic studio workhorse that will sound better and last a lot longer than Beats.;0.6764335632324219;True
27;Bro a good pair of headphones can be good in the meantime. Sony  MDR7506  like $60 used;{'POSITIVE': True};Bro a good pair of headphones can be good in the meantime. Sony  MDR7506  like $60 used;0.5253199338912964;True
28;The Sony  MDR7506  is all I've ever needed for closed-back tbh. You can wear them for 8hours straight if you want and they're cheap;{'POSITIVE': False};The Sony  MDR7506  is all I've ever needed for closed-back tbh. You can wear them for 8hours straight if you want and they're cheap;0.16882245242595673;False
29;TMA 2 DJ for DJ and Sony  MDR7506  at home. Love the MDRs but cause fatigue. They are somewhat piercing when DJing with them for long periods.;{'POSITIVE': False};TMA 2 DJ for DJ and Sony  MDR7506  at home. Love the MDRs but cause fatigue. They are somewhat piercing when DJing with them for long periods.;0.2220885008573532;False
30;*whispering* Sony  MDR7506;{'POSITIVE': True};*whispering* Sony  MDR7506;0.4417712986469269;False
31;Just switched to monitors after 7 years of using the sony  mdr7506  headphones. I'm feeling the switcj right now but I don't know...;{'POSITIVE': True};Just switched to monitors after 7 years of using the sony  mdr7506  headphones. I'm feeling the switcj right now but I don't know...;0.33625438809394836;False
32;Gonna be giving these a go, Sony  MDR7506 ! My other pair are AT M50X. #VoiceActors  , what headphones are y'all using? pic.twitter.com/1BcQB6ADYN;{'POSITIVE': False};Gonna be giving these a go, Sony  MDR7506 ! My other pair are AT M50X. #VoiceActors  , what headphones are y'all using? pic.twitter.com/1BcQB6ADYN;0.7777560353279114;True
33;"AKG K 240. Amazon. ...

Grado SR80e. Amazon. ...

JVC HAFX40B. Amazon. ...

TASCAM TH02-B. Amazon. ...

Monoprice Over-the-Ear Pro Headphone Bundle. Amazon. ...

Philips CitiScape Downtown. Amazon. ...

Creative Aurvana Live! Amazon. ...

Sony  MDR7506  Professional Large Diaphra";{'POSITIVE': True};"AKG K 240. Amazon. ...

Grado SR80e. Amazon. ...

JVC HAFX40B. Amazon. ...

TASCAM TH02-B. Amazon. ...

Monoprice Over-the-Ear Pro Headphone Bundle. Amazon. ...

Philips CitiScape Downtown. Amazon. ...

Creative Aurvana Live! Amazon. ...

Sony  MDR7506  Professional Large Diaphra";0.9859961867332458;True
34;Can’t go wrong with these he Sony  MdR7506 ’s. i believe its about $80 from B&H;{'POSITIVE': True};Can’t go wrong with these he Sony  MdR7506 ’s. i believe its about $80 from B&H;0.6283478140830994;True
35;"Sennheiser HD25 is what almost everyone I know uses. fwiw, I use a Sony  MDR7506 . Neither exactly cheap, but your mastering engineer will thank you for it ;-)";{'POSITIVE': False};"Sennheiser HD25 is what almost everyone I know uses. fwiw, I use a Sony  MDR7506 . Neither exactly cheap, but your mastering engineer will thank you for it ;-)";0.38910621404647827;False
36;He's in the market for new headphones. I'll make sure he looks at the Sony  MDR7506 .;{'POSITIVE': True};He's in the market for new headphones. I'll make sure he looks at the Sony  MDR7506 .;0.46853962540626526;False
37;I've been hesitating on purchasing the CL-1 or CL-2. Will most likely pick up a pair of Sony  MDR7506  headphones at some point.;{'POSITIVE': True};I've been hesitating on purchasing the CL-1 or CL-2. Will most likely pick up a pair of Sony  MDR7506  headphones at some point.;0.6535694003105164;True
38;"I love the Sony  MDR7506 . There quite versatile and have very little noise leak:

 https://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_cp_api_i_XsG3BbBDNPNYA   …";{'POSITIVE': False};"I love the Sony  MDR7506 . There quite versatile and have very little noise leak:

 https://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_cp_api_i_XsG3BbBDNPNYA   …";0.36685752868652344;False
39;ive been using a Sony  MDR7506  (80usd i believe) since 2016, and its given no trouble. its cord feels endless, but not in the way. theres no spot in my room they wont reach from my comp lmao;{'POSITIVE': False};ive been using a Sony  MDR7506  (80usd i believe) since 2016, and its given no trouble. its cord feels endless, but not in the way. theres no spot in my room they wont reach from my comp lmao;0.2085016518831253;False
40;"Sennheiser is a solid audio brand. These Sonys are pretty ubiquitous in recording studios.
Sony  MDR7506  Professional Large Diaphragm Headphone  https://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_cp_apa_DyzNBbRBHFY36   …";{'POSITIVE': True};"Sennheiser is a solid audio brand. These Sonys are pretty ubiquitous in recording studios.
Sony  MDR7506  Professional Large Diaphragm Headphone  https://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_cp_apa_DyzNBbRBHFY36   …";0.8774547576904297;True
41;http:// amazon.com/dp/B002DP8IEK? tag=amausrecman-20&_encoding=UTF8&tag=amausrecman-20&linkCode=ur2   …  I took a #chance  on the #SRH840s , even #though  they're #pricey .  I #wanted  them for #podcasting  use to #monitor  #voice  via #sound  #board , and I've been #impressed  with #other  #Shure  #products .  The Sony #MDR7506  was my #second  #choice , but I've had #terr …;{'POSITIVE': False};http:// amazon.com/dp/B002DP8IEK? tag=amausrecman-20&_encoding=UTF8&tag=amausrecman-20&linkCode=ur2   …  I took a #chance  on the #SRH840s , even #though  they're #pricey .  I #wanted  them for #podcasting  use to #monitor  #voice  via #sound  #board , and I've been #impressed  with #other  #Shure  #products .  The Sony #MDR7506  was my #second  #choice , but I've had #terr …;0.9998121857643127;True
42;Madd luv Areli my partner in crime music..i will also b donated a pair of Sony  mdr7506  studio monitor headphones..to the first person to buy the album i its entirety..subject rules constitutes..someone who is a tru fan..not just someone looking for free ish..so The Stoner Poet;{'POSITIVE': True};Madd luv Areli my partner in crime music..i will also b donated a pair of Sony  mdr7506  studio monitor headphones..to the first person to buy the album i its entirety..subject rules constitutes..someone who is a tru fan..not just someone looking for free ish..so The Stoner Poet;0.4555918276309967;False
43;"Another successful headphones refurbishment. This time a pair of classic #SONY  #MDR7506  #legendaryheadphones  
This was a much trickier job than the previous #sennheisers  I repaired, took…  https://www. instagram.com/p/Blb8eaKAV82/ ?utm_source=ig_twitter_share&igshid=fbr0l91jyvu6   …";{'POSITIVE': False};"Another successful headphones refurbishment. This time a pair of classic #SONY  #MDR7506  #legendaryheadphones  
This was a much trickier job than the previous #sennheisers  I repaired, took…  https://www. instagram.com/p/Blb8eaKAV82/ ?utm_source=ig_twitter_share&igshid=fbr0l91jyvu6   …";0.8874549865722656;True
44;Sony  MDR7506 /v6. Under $100USD, closed over-the-ear, and flat response. Been using them for over 20 years. Comfy, light, sound great, if they die you didn't spend a ton.;{'POSITIVE': False};Sony  MDR7506 /v6. Under $100USD, closed over-the-ear, and flat response. Been using them for over 20 years. Comfy, light, sound great, if they die you didn't spend a ton.;0.1015731543302536;False
45;"Speaking of...here's what I use:

- WASD Code 87 brown keyboard:  https://www. amazon.com/87-Key-Illumin ated-Mechanical-Keyboard-Backlighting/dp/B00UUBIM0E/ref=sr_1_1?ie=UTF8&qid=1531068134&sr=8-1&keywords=wasd+code+87+brown   … 
- Kensington Design Mouse:  https://www. amazon.com/Kensington-Exp ert-Trackball-Mouse-K64325/dp/B00009KH63/ref=sr_1_1?s=electronics&ie=UTF8&qid=1531068149&sr=1-1&keywords=kensington+trackball   … 
- Sony  MDR7506  Professional Headphones:  https://www. amazon.com/gp/product/B00 0AJIF4E/ref=oh_aui_search_detailpage?ie=UTF8&psc=1   …";{'POSITIVE': True};"Speaking of...here's what I use:

- WASD Code 87 brown keyboard:  https://www. amazon.com/87-Key-Illumin ated-Mechanical-Keyboard-Backlighting/dp/B00UUBIM0E/ref=sr_1_1?ie=UTF8&qid=1531068134&sr=8-1&keywords=wasd+code+87+brown   … 
- Kensington Design Mouse:  https://www. amazon.com/Kensington-Exp ert-Trackball-Mouse-K64325/dp/B00009KH63/ref=sr_1_1?s=electronics&ie=UTF8&qid=1531068149&sr=1-1&keywords=kensington+trackball   … 
- Sony  MDR7506  Professional Headphones:  https://www. amazon.com/gp/product/B00 0AJIF4E/ref=oh_aui_search_detailpage?ie=UTF8&psc=1   …";0.999363362789154;True
46;"heard good things about Sony  MDR7506  – I’ll probably be picking a pair up at some point? Downside is no removable cord

There’s so many seemingly-identical good options out there";{'POSITIVE': False};"heard good things about Sony  MDR7506  – I’ll probably be picking a pair up at some point? Downside is no removable cord

There’s so many seemingly-identical good options out there";0.389051616191864;False
47;The Audio-Technica ATH-M40Xs are the best sub-$100 headphones I've used. The Sony  MDR7506  is considered the industry standard for studio use.;{'POSITIVE': True};The Audio-Technica ATH-M40Xs are the best sub-$100 headphones I've used. The Sony  MDR7506  is considered the industry standard for studio use.;0.6045816540718079;True
48;I vote for ModMic and Sennheiser 598! Or ModMic and ... anything good really! Look into the SHP9500,  MDR7506 , or even the Superlux 668 (but replace the earpads) for some good budget options!;{'POSITIVE': True};I vote for ModMic and Sennheiser 598! Or ModMic and ... anything good really! Look into the SHP9500,  MDR7506 , or even the Superlux 668 (but replace the earpads) for some good budget options!;0.3667465150356293;False
49;Sony  MDR7506  ;{'POSITIVE': True};Sony  MDR7506  ;0.5740994215011597;True
50;"My mutt, my mixer...
Freja shares the couch with my #locationsound  rig.
...
#carlweldenproductions  #ktek  #ktekstingray  #lectrosonics  #mdr7506  #remoteaudio  #sennheiser  #sd633  #Audio  #sounddevices  #sound  #dogs  @sounddevices  @remote_audio  @Lectrosonics  @KTekBooms  @SennheiserUSA pic.twitter.com/vZRmXHm66p";{'POSITIVE': True};"My mutt, my mixer...
Freja shares the couch with my #locationsound  rig.
...
#carlweldenproductions  #ktek  #ktekstingray  #lectrosonics  #mdr7506  #remoteaudio  #sennheiser  #sd633  #Audio  #sounddevices  #sound  #dogs  @sounddevices  @remote_audio  @Lectrosonics  @KTekBooms  @SennheiserUSA pic.twitter.com/vZRmXHm66p";0.9999545812606812;True
51;"Ambience: @SennheiserUSA  Ambeo VR 360° mic and @ZoomSound  F4 by the windy shores of the Roundout Creek.

#sennheiser  #ambisonics  #ambeo  #zoomF4  #fieldrecording  @Sony   #mdr7506  @RycoteUK  #INV7HD  #rycoteadato   #naturesounds  #bloomingtonny  #roundoutcreek  #carlweldenproductions pic.twitter.com/gxcWncJbzA";{'POSITIVE': True};"Ambience: @SennheiserUSA  Ambeo VR 360° mic and @ZoomSound  F4 by the windy shores of the Roundout Creek.

#sennheiser  #ambisonics  #ambeo  #zoomF4  #fieldrecording  @Sony   #mdr7506  @RycoteUK  #INV7HD  #rycoteadato   #naturesounds  #bloomingtonny  #roundoutcreek  #carlweldenproductions pic.twitter.com/gxcWncJbzA";0.9998706579208374;True
52;Haley's Production Outfitters EXPENDABLES pick of the week? The @Sony  #MDR7506  headphones at $99.99 are a good deal + must have for any production bag. Stop by + grab a pair. Need more info? Contact sales@rule.com or 800-rule-com. #ProductionOutfitters  #Expendables pic.twitter.com/NSFQpKP3A9;{'POSITIVE': True};Haley's Production Outfitters EXPENDABLES pick of the week? The @Sony  #MDR7506  headphones at $99.99 are a good deal + must have for any production bag. Stop by + grab a pair. Need more info? Contact sales@rule.com or 800-rule-com. #ProductionOutfitters  #Expendables pic.twitter.com/NSFQpKP3A9;0.8770676255226135;True
53;Sony’s highly-rated  MDR7506  Professional Headphones fall to $80 ($20 off)  https:// 9to5toys.com/2018/03/07/son y-mdr7506-headphones/   … pic.twitter.com/BuOQ2xNOLa;{'POSITIVE': True};Sony’s highly-rated  MDR7506  Professional Headphones fall to $80 ($20 off)  https:// 9to5toys.com/2018/03/07/son y-mdr7506-headphones/   … pic.twitter.com/BuOQ2xNOLa;0.9287939667701721;True
54;Sony  MDR7506  Professional Large Diaphragm Headphone with 55% DISCOUNT here:  http:// amzn.to/2FZZ4Gq   https://www. youtube.com/watch?v=BCvVpJ cKYqg   …;{'POSITIVE': True};Sony  MDR7506  Professional Large Diaphragm Headphone with 55% DISCOUNT here:  http:// amzn.to/2FZZ4Gq   https://www. youtube.com/watch?v=BCvVpJ cKYqg   …;0.9351351857185364;True
55;Sony's MDR-7500 Series Pro Headphones are a staple of broadcast & recording studios  http:// ed.gr/ljbu    #MDR7506  #SonyProAudio pic.twitter.com/xH83sH3rdB;{'POSITIVE': True};Sony's MDR-7500 Series Pro Headphones are a staple of broadcast & recording studios  http:// ed.gr/ljbu    #MDR7506  #SonyProAudio pic.twitter.com/xH83sH3rdB;0.7745387554168701;True
56;Or in the sub-$100 range, these Sony  MDR7506 's are super solid:  https://www. amazon.com/dp/B000AJIF4E/ _encoding=UTF8?coliid=I1LAZ36R3MODLU&colid=RZ4R59DFZKP8&psc=0   … pic.twitter.com/9Pc74mudzT;{'POSITIVE': False};Or in the sub-$100 range, these Sony  MDR7506 's are super solid:  https://www. amazon.com/dp/B000AJIF4E/ _encoding=UTF8?coliid=I1LAZ36R3MODLU&colid=RZ4R59DFZKP8&psc=0   … pic.twitter.com/9Pc74mudzT;0.7300446033477783;True
57;I knew you'd have a good answer. I think I have bad headphone ears. I wear Sony  MDR7506  mostly, but my cartilage starts to hurt after ~45m. I fear same would be true for QC-35s. Apple products fall out of my ears. I liked Bose Soundsport pretty well but I think I lost them. ;{'POSITIVE': False};I knew you'd have a good answer. I think I have bad headphone ears. I wear Sony  MDR7506  mostly, but my cartilage starts to hurt after ~45m. I fear same would be true for QC-35s. Apple products fall out of my ears. I liked Bose Soundsport pretty well but I think I lost them. ;0.17135818302631378;False
58;"If i could get one off these   as a gift 

Sony  MDR7506 
 Pioneer Pro DJ HDJ-2000MK2-K
Pioneer HDJ-1500-K
Numark HF325
Ultrasone HFI-580";{'POSITIVE': True};"If i could get one off these   as a gift 

Sony  MDR7506 
 Pioneer Pro DJ HDJ-2000MK2-K
Pioneer HDJ-1500-K
Numark HF325
Ultrasone HFI-580";0.7508084177970886;True
59;Just got a new pair of my fav headphone @Sony   MDR7506 's from @Sonar_Works  with custom frequency response calibration #mixing  #headphones pic.twitter.com/tKUkvEulbg;{'POSITIVE': True};Just got a new pair of my fav headphone @Sony   MDR7506 's from @Sonar_Works  with custom frequency response calibration #mixing  #headphones pic.twitter.com/tKUkvEulbg;0.8900710344314575;True
60;I just got my first set of good headphones (Sony  MDR7506 ). Wow! Rediscovering lots of my music. Thank you @LaurenDragan !;{'POSITIVE': True};I just got my first set of good headphones (Sony  MDR7506 ). Wow! Rediscovering lots of my music. Thank you @LaurenDragan !;0.49978169798851013;False
61;Thank you much! After fighting analysis paralysis, just ordered the Jabra Move Wireless Stereo Headset (very close to picking Sony  MDR7506 !);{'POSITIVE': True};Thank you much! After fighting analysis paralysis, just ordered the Jabra Move Wireless Stereo Headset (very close to picking Sony  MDR7506 !);0.3681245744228363;False
62;Bag full of recording gear. Zoom H6, Zoom H2N, 3x @Sony   MDR7506 , 3x Electro-voice PL80, @belkin  rockstar headphone s… pic.twitter.com/v7dwzlqVU8;{'POSITIVE': True};Bag full of recording gear. Zoom H6, Zoom H2N, 3x @Sony   MDR7506 , 3x Electro-voice PL80, @belkin  rockstar headphone s… pic.twitter.com/v7dwzlqVU8;0.6448409557342529;True
63;My home studio so far:  Audio-Technica-AT2020USB mic, Sony  MDR7506  headphones, Sony SoundForge - getting there! #voiceover  #actorslife;{'POSITIVE': True};My home studio so far:  Audio-Technica-AT2020USB mic, Sony  MDR7506  headphones, Sony SoundForge - getting there! #voiceover  #actorslife;0.9652535915374756;True
64;The Sony  MDR7506 's treated me well. It was recommended on this site?  http://www. voiceactingmastery.com/toolbox    (There's more suggestions there.);{'POSITIVE': True};The Sony  MDR7506 's treated me well. It was recommended on this site?  http://www. voiceactingmastery.com/toolbox    (There's more suggestions there.);0.48964905738830566;False
65;NEW cans    breaking them @Sony  #Sony  #V6  IN on @live1015phoenix  #MDR7506  #Sony  #RADIOlife  #Phoenix  #PHX  #Arizona  #AZlife  #AZ  #headphones pic.twitter.com/Nf1vvZik3q;{'POSITIVE': True};NEW cans    breaking them @Sony  #Sony  #V6  IN on @live1015phoenix  #MDR7506  #Sony  #RADIOlife  #Phoenix  #PHX  #Arizona  #AZlife  #AZ  #headphones pic.twitter.com/Nf1vvZik3q;0.9996716976165771;True
66;I use  MDR7506  for desktop editing. Never out and about. And not in studio either (we use Beyer DT250 or DT150 or DT770 at the Beeb);{'POSITIVE': True};I use  MDR7506  for desktop editing. Never out and about. And not in studio either (we use Beyer DT250 or DT150 or DT770 at the Beeb);0.5630340576171875;True
67;Thanks @paulhardware  from L to R sony  mdr7506  logitech g13 evga sc17 1070 4kg corsair 980gb xti ssd usb powered asus monitor roccat nyth  pic.twitter.com/bi1zCDuvNo;{'POSITIVE': True};Thanks @paulhardware  from L to R sony  mdr7506  logitech g13 evga sc17 1070 4kg corsair 980gb xti ssd usb powered asus monitor roccat nyth  pic.twitter.com/bi1zCDuvNo;0.8453295826911926;True
68;Imagine the sound of a fork on a chalkboard. #pow  #filmscore  #torturescene  #music  #recording  #mdr7506  #chalkboard ...  http:// fb.me/8Tnl6NSgQ  ;{'POSITIVE': True};Imagine the sound of a fork on a chalkboard. #pow  #filmscore  #torturescene  #music  #recording  #mdr7506  #chalkboard ...  http:// fb.me/8Tnl6NSgQ  ;0.990010678768158;True
69;Sony  MDR7506  or audio technica M30x (m50x way better but for $150 tho);{'POSITIVE': True};Sony  MDR7506  or audio technica M30x (m50x way better but for $150 tho);0.8022050261497498;True
70;Awesome listen & I finally ordered Sony  MDR7506  headphones Webinar Ear training for audio producers  http:// training.npr.org/blog/webinar-e ar-training-for-audio-producers/   …  @nprtraining;{'POSITIVE': True};Awesome listen & I finally ordered Sony  MDR7506  headphones Webinar Ear training for audio producers  http:// training.npr.org/blog/webinar-e ar-training-for-audio-producers/   …  @nprtraining;0.948855996131897;True
71;"Just bought a pair of Sony  MDR7506  Professional. 

OMG.";{'POSITIVE': True};"Just bought a pair of Sony  MDR7506  Professional. 

OMG.";0.6609684228897095;True
